nquest,ctit,nctit,ictit,unaban,banche,scoper,utscoper,mesiscoper,vmscoper,fscoper,carta,carte,usocart,bancomat,nbancoma,cartapre,ncartapre,spesecon,coldis,cartdeb,cartdeb1,fscoper1,DEPOSIT,NDEPOSIT
891010,,,,1,1,,,,,,2,,,2,,2,,700,2,,,,1,1
891012,2,,,1,1,3,,,,,2,,,1,1,2,,800,2,,,,1,1
891013,,,,1,1,,,,,,2,,,2,,2,,800,2,,,,1,1
891018,,,,1,1,,,,,,2,,,2,,2,,500,2,,,,1,1
891020,,,,1,1,,,,,,2,,,2,,2,,700,2,,,,1,1
891022,2,,,1,1,2,,,,,2,,,1,1,2,,700,2,,,,1,1
891023,2,,,1,1,2,,,,,2,,,2,,2,,700,2,,,,1,1
891027,,,,,,,,,,,2,,,2,,2,,500,2,,,,2,0
891028,,,,,,,,,,,2,,,2,,2,,1000,2,,,,2,0
891031,,,,,,,,,,,2,,,2,,2,,200,2,,,,2,0
891060,2,,,1,1,1,1,2,800,700,2,,,1,1,2,,1600,2,,,,1,1
891062,2,,,1,1,2,,,,,2,,,1,1,2,,500,2,,,,1,1
891063,2,,,2,2,1,2,,,,2,,,1,2,1,1,400,2,,,,1,2
891065,2,,,1,1,2,,,,,2,,,1,1,2,,500,2,,,,1,1
891066,2,,,1,1,2,,,,,2,,,2,,2,,450,2,,,,1,1
891067,2,,,1,1,2,,,,,2,,,1,2,2,,700,2,,,,1,1
891072,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
891073,2,,,2,2,2,,,,,1,1,2,1,1,2,,700,1,,,,1,2
891078,2,,,1,1,1,2,,,,2,,,1,1,2,,300,2,,,,1,1
891079,2,,,1,1,1,2,,,,2,,,2,,2,,560,2,,,,1,1
891082,2,,,1,1,2,,,,,2,,,1,1,1,1,600,2,,,,1,1
891083,2,,,1,1,2,,,,,2,,,1,1,2,,700,2,,,,1,1
891085,2,,,1,1,1,2,,,,1,1,2,1,1,1,1,1200,1,,,,1,1
891110,2,,,1,1,3,,,,,2,,,1,1,2,,600,2,,,,1,1
891117,2,,,1,1,2,,,,,2,,,1,2,2,,600,2,,,,1,1
891119,2,,,1,1,3,,,,,2,,,2,,2,,1700,2,,,,1,1
891125,2,,,1,1,3,,,,,1,1,2,1,1,2,,200,1,,,,1,2
891138,2,,,2,2,4,,,,,2,,,1,1,2,,700,2,,,,1,2
891160,2,,,2,2,2,,,,,1,1,2,1,2,2,,1400,2,,,,1,2
891161,,,,1,1,,,,,,2,,,2,,2,,500,2,,,,1,1
891164,2,,,1,1,2,,,,,2,,,1,1,2,,1000,2,,,,1,1
891165,2,,,2,2,2,,,,,1,1,2,1,1,2,,900,1,,,,1,3
891167,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
891168,2,,,1,1,2,,,,,2,,,1,2,2,,1000,2,,,,1,2
891169,2,,,2,2,1,2,,,,2,,,1,2,1,1,700,2,,,,1,2
891171,2,,,1,1,2,,,,,2,,,2,,2,,800,2,,,,1,1
891173,2,,,1,1,2,,,,,2,,,2,,2,,700,2,,,,1,1
891210,2,,,1,1,2,,,,,2,,,1,1,2,,500,2,,,,1,1
891213,2,,,1,1,2,,,,,2,,,1,2,2,,2000,2,,,,1,1
891214,2,,,1,1,2,,,,,2,,,1,1,2,,1300,2,,,,1,1
891215,2,,,1,1,2,,,,,2,,,1,1,2,,1200,2,,,,1,1
891227,2,,,1,1,2,,,,,2,,,1,1,2,,700,2,,,,1,1
891261,2,,,1,1,2,,,,,2,,,1,1,2,,800,2,,,,1,1
891268,2,,,1,1,3,,,,,2,,,1,2,2,,600,2,,,,1,2
891269,2,,,1,1,2,,,,,1,2,3,1,3,2,,1000,2,3500,,,1,5
891270,2,,,1,1,2,,,,,1,1,2,1,1,2,,1000,1,,,,1,2
891277,2,,,2,3,2,,,,,1,2,3,1,3,2,,1000,2,3000,,,1,4
891302,2,,,1,1,3,,,,,2,,,1,1,1,1,700,1,,,,1,1
891315,2,,,1,1,2,,,,,2,,,1,1,2,,1300,2,,,,1,2
891316,1,2,2,2,3,2,,,,,1,1,2,1,1,2,,1100,1,,,,1,3
891317,1,1,2,1,1,2,,,,,1,3,2,1,2,2,,2000,2,,,,1,3
891320,2,,,1,1,2,,,,,2,,,2,,2,,800,2,,,,1,2
891323,1,1,1,1,1,1,2,,,,1,1,2,1,1,2,,500,1,,,,1,2
891324,,,,1,1,,,,,,2,,,2,,2,,600,2,,,,1,1
891334,2,,,2,2,2,,,,,2,,,2,,2,,1000,2,,,,1,2
891336,2,,,2,2,2,,,,,2,,,2,,2,,800,1,,,,1,2
891337,2,,,1,1,2,,,,,2,,,2,,2,,1200,2,,,,1,1
891341,1,1,2,2,2,2,,,,,1,2,2,1,1,1,1,1200,2,,,,1,2
891342,2,,,1,1,2,,,,,2,,,1,1,1,1,1000,2,,,,1,2
891362,2,,,1,1,2,,,,,2,,,1,1,2,,500,2,,,,1,1
891364,2,,,1,1,2,,,,,2,,,2,,2,,500,2,,,,1,1
891378,2,,,1,1,3,,,,,2,,,1,1,2,,500,2,,,,1,1
891385,2,,,1,1,2,,,,,2,,,2,,2,,1200,2,,,,1,1
891386,2,,,1,1,1,2,,,,2,,,1,1,2,,400,2,,,,1,1
891387,2,,,1,1,2,,,,,2,,,1,2,2,,400,2,,,,1,1
891390,2,,,1,1,1,1,2,200,0,2,,,1,2,2,,600,2,,,,1,1
891391,2,,,1,1,1,2,,,,2,,,1,2,2,,400,2,,,,1,1
891394,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
891403,2,,,1,1,2,,,,,2,,,2,,2,,200,2,,,,1,1
891415,,,,,,,,,,,2,,,2,,2,,550,2,,,,2,0
891416,2,,,2,2,2,,,,,2,,,1,2,2,,900,2,,,,1,2
891418,2,,,1,1,2,,,,,2,,,1,1,2,,500,2,,,,1,1
891421,2,,,2,2,2,,,,,2,,,1,2,2,,1300,2,,,,1,1
891422,2,,,1,1,2,,,,,2,,,1,1,2,,1200,2,,,,1,1
891423,2,,,1,1,2,,,,,2,,,1,1,2,,1500,2,,,,1,1
891424,2,,,1,1,2,,,,,2,,,1,1,2,,900,2,,,,1,1
891425,2,,,1,1,2,,,,,2,,,1,1,2,,1200,2,,,,1,1
891429,2,,,1,1,2,,,,,2,,,1,3,2,,2500,2,,,,1,2
891430,,,,,,,,,,,2,,,2,,2,,1500,2,,,,2,0
891431,2,,,1,1,1,2,,,,1,1,2,1,1,2,,600,2,,,,1,1
891433,2,,,2,2,1,1,12,1000,0,1,1,3,1,1,1,1,400,2,750,,,1,2
891435,2,,,1,1,2,,,,,2,,,1,1,1,1,1200,2,,,,1,2
891447,2,,,1,1,2,,,,,2,,,1,2,2,,1500,2,,,,1,1
891451,,,,1,1,,,,,,2,,,2,,2,,200,2,,,,1,1
891461,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
891462,2,,,1,1,2,,,,,2,,,1,1,2,,1300,2,,,,1,1
891463,2,,,1,1,3,,,,,2,,,1,1,2,,1000,2,,,,1,1
891464,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
891465,2,,,1,1,2,,,,,2,,,1,1,2,,800,2,,,,1,1
891468,2,,,1,1,2,,,,,2,,,1,1,2,,1000,2,,,,1,1
891510,2,,,1,1,2,,,,,2,,,2,,2,,800,2,,,,1,2
891511,2,,,1,1,1,2,,,,2,,,1,1,2,,1000,2,,,,1,2
891513,2,,,1,1,2,,,,,2,,,2,,2,,800,2,,,,1,2
891515,2,,,1,1,2,,,,,2,,,2,,2,,800,2,,,,1,2
891517,2,,,1,1,2,,,,,1,1,1,1,1,2,,900,2,,,,1,2
891520,2,,,1,1,2,,,,,2,,,2,,2,,1000,2,,,,1,2
891522,2,,,1,1,2,,,,,2,,,2,,2,,800,2,,,,1,2
891523,2,,,1,1,1,2,,,,1,2,2,1,2,2,,2000,2,,,,1,2
891524,2,,,1,1,2,,,,,1,1,2,1,1,2,,1350,2,,,,1,2
891529,2,,,1,1,2,,,,,2,,,2,,2,,1000,2,,,,1,2
891531,2,,,1,1,2,,,,,2,,,1,1,2,,900,2,,,,1,2
891539,2,,,1,1,2,,,,,2,,,1,1,2,,900,2,,,,1,2
891546,2,,,1,1,2,,,,,2,,,1,1,2,,1100,2,,,,1,2
891560,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
891562,2,,,1,1,2,,,,,1,1,1,1,2,2,,1000,2,,,,1,2
891563,,,,,,,,,,,2,,,2,,2,,200,2,,,,2,0
891566,,,,1,1,,,,,,2,,,2,,2,,600,2,,,,1,1
891568,,,,1,1,,,,,,2,,,2,,2,,600,2,,,,1,1
891580,,,,1,1,,,,,,2,,,2,,2,,600,2,,,,1,1
891613,2,,,1,1,1,2,,,,2,,,1,1,2,,350,2,,,,1,1
891671,,,,1,1,,,,,,2,,,1,1,2,,1100,2,,,,1,1
891673,,,,1,1,,,,,,2,,,1,1,2,,1000,2,,,,1,1
891676,2,,,1,1,2,,,,,2,,,1,2,2,,1500,2,,,,1,2
891677,2,,,1,1,2,,,,,2,,,1,2,2,,2000,2,,,,1,1
891678,2,,,1,1,2,,,,,2,,,1,2,2,,1000,2,,,,1,1
891680,,,,1,1,,,,,,2,,,1,1,2,,1000,2,,,,1,1
891681,2,,,1,1,2,,,,,2,,,1,2,2,,1000,2,,,,1,1
891683,2,,,1,1,2,,,,,1,1,2,1,1,2,,1000,2,,,,1,1
891684,2,,,1,1,2,,,,,1,1,2,1,1,2,,1200,1,,,,1,1
891688,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
891689,2,,,1,1,2,,,,,2,,,1,2,2,,700,2,,,,1,1
891690,2,,,1,1,2,,,,,2,,,1,2,1,1,700,2,,,,1,1
891692,2,,,1,1,2,,,,,2,,,1,2,1,1,800,1,,,,1,1
891695,2,,,2,2,1,2,,,,2,,,1,2,2,,1000,1,,,,1,2
891699,2,,,1,1,2,,,,,2,,,1,2,2,,800,2,,,,1,1
891700,2,,,1,1,2,,,,,2,,,1,2,1,1,1000,2,,,,1,1
891724,1,1,1,1,1,2,,,,,2,,,1,1,2,,500,1,,,,1,1
891727,,,,,,,,,,,2,,,2,,2,,200,2,,,,2,0
891729,1,1,2,1,1,1,2,,,,1,1,2,1,2,2,,500,1,,,,1,2
891733,2,,,2,2,1,2,,,,2,,,1,2,2,,1000,2,,,,1,2
891734,2,,,1,1,1,2,,,,1,1,2,1,2,1,2,500,1,,,,1,2
891738,1,2,2,2,2,1,2,,,,1,1,2,1,2,2,,700,2,,,,1,3
891739,2,,,1,1,2,,,,,2,,,1,1,2,,500,2,,,,1,1
891743,2,,,1,1,2,,,,,2,,,1,1,2,,300,2,,,,1,1
891744,2,,,1,1,1,2,,,,2,,,2,,1,1,500,2,,,,1,1
891745,2,,,1,1,2,,,,,2,,,2,,2,,500,2,,,,1,1
891749,2,,,2,2,2,,,,,1,1,2,1,2,1,1,500,1,,,,1,3
891757,2,,,1,1,2,,,,,2,,,2,,2,,500,2,,,,1,1
891759,,,,,,,,,,,2,,,2,,2,,500,2,,,,2,0
891793,2,,,1,1,3,,,,,2,,,1,1,2,,800,2,,,,1,1
891794,2,,,1,1,2,,,,,2,,,1,1,2,,900,2,,,,1,1
891795,2,,,1,1,1,2,,,,1,2,2,1,1,1,1,1500,1,,,,1,1
891801,2,,,1,1,1,2,,,,2,,,1,1,2,,2000,1,,,,1,1
891803,2,,,1,1,2,,,,,1,1,2,1,1,1,1,2000,1,,,,1,2
891808,2,,,2,2,2,,,,,2,,,1,2,2,,1600,2,,,,1,3
891813,2,,,1,1,2,,,,,2,,,1,2,2,,1000,2,,,,1,1
891820,2,,,1,1,2,,,,,2,,,2,,2,,900,2,,,,1,1
891824,,,,1,1,,,,,,2,,,2,,2,,600,2,,,,1,1
891825,,,,,,,,,,,2,,,2,,2,,553,2,,,,2,0
891827,,,,1,1,,,,,,2,,,2,,2,,600,2,,,,1,1
891829,2,,,1,1,2,,,,,2,,,1,2,2,,2000,2,,,,1,1
891832,,,,1,1,,,,,,2,,,2,,2,,500,2,,,,1,1
891835,,,,,,,,,,,2,,,2,,2,,1000,2,,,,2,0
891836,2,,,2,2,2,,,,,2,,,1,2,2,,1000,2,,,,1,2
891837,,,,,,,,,,,2,,,2,,2,,400,2,,,,2,0
891846,,,,,,,,,,,2,,,2,,2,,900,2,,,,2,0
891859,2,,,2,2,2,,,,,2,,,1,2,2,,1300,2,,,,1,2
891867,2,,,1,1,2,,,,,2,,,1,1,2,,1300,2,,,,1,1
891871,1,2,1,2,3,2,,,,,1,1,1,1,3,2,,150,1,,,,1,2
891872,1,1,1,2,4,1,2,,,,1,4,2,1,4,2,,150,1,,,,1,5
891876,2,,,1,1,2,,,,,2,,,1,1,2,,1000,2,,,,1,1
891877,2,,,1,1,1,1,12,3500,3500,2,,,2,,2,,300,2,,,,1,2
891882,2,,,1,1,2,,,,,2,,,1,2,1,1,200,2,,,,1,1
891884,2,,,2,2,1,2,,,,2,,,1,2,1,1,500,1,,,,1,3
891885,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
891903,2,,,2,2,2,,,,,2,,,1,1,2,,900,2,,,,1,2
891906,2,,,1,1,2,,,,,2,,,1,1,2,,500,2,,,,1,1
891908,2,,,2,2,1,2,,,,2,,,1,2,2,,950,2,,,,1,2
891923,,,,,,,,,,,2,,,2,,2,,800,2,,,,2,0
891924,,,,1,1,,,,,,2,,,2,,2,,1100,2,,,,1,1
891927,2,,,2,2,3,,,,,1,1,2,1,2,1,2,1000,1,,,,1,3
891928,2,,,1,1,1,2,,,,2,,,1,1,2,,900,2,,,,1,1
891930,2,,,1,1,2,,,,,2,,,1,2,2,,2500,2,,,,1,1
891938,2,,,1,1,1,2,,,,1,1,1,1,2,1,2,1500,1,,,,1,2
891941,2,,,1,1,2,,,,,2,,,1,1,2,,700,2,,,,1,1
891947,2,,,1,1,2,,,,,2,,,1,1,2,,1200,2,,,,1,1
891949,2,,,1,1,1,1,3,800,,2,,,1,1,2,,1200,2,,,1,1,1
891970,2,,,1,1,2,,,,,2,,,1,3,2,,2300,2,,,,1,1
891974,2,,,1,1,2,,,,,2,,,1,4,2,,2000,2,,,,1,1
891976,2,,,1,1,2,,,,,2,,,1,1,2,,1200,2,,,,1,1
891977,2,,,1,1,2,,,,,2,,,1,2,2,,1200,2,,,,1,1
891978,1,1,1,1,1,1,2,,,,1,1,3,1,1,2,,1500,2,50,,,1,1
891980,2,,,1,1,2,,,,,2,,,1,2,2,,1300,2,,,,1,1
891984,2,,,1,1,2,,,,,2,,,1,1,2,,1300,2,,,,1,1
891985,2,,,1,1,2,,,,,2,,,1,2,2,,2200,2,,,,1,1
891986,1,1,2,1,1,2,,,,,2,,,1,2,2,,1200,2,,,,1,1
891990,1,1,2,1,1,2,,,,,2,,,1,2,2,,1800,2,,,,1,1
891992,2,,,1,1,2,,,,,2,,,1,1,2,,800,2,,,,1,1
891993,2,,,1,1,2,,,,,2,,,1,3,2,,1000,2,,,,1,1
892023,2,,,2,2,1,2,,,,2,,,1,2,1,1,1000,2,,,,1,2
892070,,,,1,1,,,,,,2,,,2,,2,,500,2,,,,1,1
892071,2,,,1,1,2,,,,,2,,,2,,2,,500,2,,,,1,1
892072,,,,1,1,,,,,,2,,,2,,2,,500,2,,,,1,1
892074,2,,,1,1,2,,,,,2,,,1,1,2,,500,2,,,,1,1
892075,,,,1,1,,,,,,2,,,2,,2,,600,2,,,,1,1
892076,2,,,1,1,2,,,,,1,2,1,1,2,2,,1000,1,,,,1,2
892085,2,,,2,2,2,,,,,2,,,1,2,2,,1000,2,,,,1,2
892086,2,,,1,1,2,,,,,2,,,1,1,2,,1500,2,,,,1,1
892089,2,,,1,1,2,,,,,2,,,1,1,2,,1400,2,,,,1,1
892090,,,,1,1,,,,,,2,,,2,,2,,600,2,,,,1,1
892093,,,,,,,,,,,2,,,2,,2,,500,2,,,,2,0
892104,,,,,,,,,,,2,,,2,,2,,300,2,,,,2,0
892106,2,,,1,1,2,,,,,1,1,1,1,1,2,,1000,2,,,,1,1
892108,,,,,,,,,,,2,,,2,,2,,750,2,,,,2,0
892110,,,,1,1,,,,,,2,,,2,,2,,500,2,,,,1,1
892119,2,,,1,1,2,,,,,2,,,2,,2,,600,2,,,,1,1
892126,2,,,1,1,2,,,,,2,,,1,1,2,,700,2,,,,1,1
892127,,,,1,1,,,,,,2,,,2,,2,,500,2,,,,1,1
892129,,,,,,,,,,,2,,,2,,2,,300,2,,,,2,0
892132,,,,,,,,,,,2,,,2,,2,,500,2,,,,2,0
892133,2,,,1,1,2,,,,,2,,,1,1,2,,1000,2,,,,1,1
892136,,,,,,,,,,,2,,,2,,2,,400,2,,,,2,0
892140,2,,,1,1,2,,,,,1,1,1,1,1,2,,800,2,,,,1,1
892149,2,,,1,1,2,,,,,1,1,1,1,1,2,,700,2,,,,1,1
892167,,,,,,,,,,,2,,,2,,2,,800,2,,,,2,0
892173,2,,,1,1,2,,,,,2,,,1,2,2,,300,1,,,,1,2
892177,2,,,1,1,2,,,,,2,,,2,,2,,700,2,,,,1,1
892181,2,,,1,1,1,2,,,,1,1,2,1,1,2,,800,2,,,,1,1
892191,2,,,1,1,1,2,,,,1,2,2,1,2,2,,200,1,,,,1,1
892193,1,1,2,1,1,1,2,,,,1,1,1,1,2,1,1,400,1,,,,1,3
892197,1,1,2,2,3,1,2,,,,1,2,2,1,4,1,1,1000,1,,,,1,3
892199,1,1,1,2,2,1,2,,,,1,1,2,1,1,2,,300,1,,,,1,1
892220,,,,1,1,,,,,,2,,,2,,2,,980,2,,,,1,1
892221,1,1,2,1,1,3,,,,,2,,,1,1,2,,500,2,,,,1,1
892225,1,1,1,2,2,3,,,,,2,,,1,1,2,,500,2,,,,1,3
892226,1,1,1,1,1,3,,,,,2,,,1,1,2,,500,2,,,,1,1
892227,1,1,1,1,1,3,,,,,2,,,2,,2,,1100,2,,,,1,2
892228,2,,,1,1,3,,,,,2,,,1,2,2,,700,1,,,,1,2
892230,1,1,2,1,1,3,,,,,1,1,2,1,2,2,,800,1,,,,1,1
892231,2,,,1,1,3,,,,,2,,,2,,2,,1200,2,,,,1,1
892232,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
892233,2,,,1,1,3,,,,,2,,,1,1,2,,400,2,,,,1,1
892238,2,,,1,1,1,1,5,1000,0,2,,,1,1,2,,600,1,,,,1,1
892244,2,,,1,1,1,1,9,1000,0,2,,,1,2,2,,800,2,,,,1,1
892247,1,1,1,1,1,3,,,,,2,,,2,,2,,1100,2,,,,1,2
892252,1,2,2,1,1,3,,,,,1,2,2,1,2,2,,900,1,,,,1,2
892254,1,2,2,2,2,2,,,,,1,2,2,1,2,1,1,700,1,,,,1,2
892257,1,1,2,1,1,1,2,,,,1,1,2,1,2,2,,400,1,,,,1,1
892271,2,,,1,1,2,,,,,2,,,1,1,1,1,1000,2,,,,1,1
892273,2,,,1,1,2,,,,,2,,,1,1,2,,1000,2,,,,1,1
892274,2,,,1,1,2,,,,,2,,,2,,2,,550,2,,,,1,1
892276,2,,,1,1,2,,,,,2,,,1,1,2,,900,2,,,,1,1
892291,2,,,1,1,2,,,,,1,1,1,1,1,1,1,800,1,,,,1,1
892321,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
892322,,,,,,,,,,,2,,,2,,2,,1000,2,,,,2,0
892326,2,,,1,1,3,,,,,1,2,2,1,2,2,,700,1,,,,1,3
892331,2,,,1,1,2,,,,,1,1,2,1,2,2,,600,1,,,,1,1
892336,1,1,1,1,1,2,,,,,1,1,2,1,1,2,,400,2,,,,1,1
892337,2,,,2,2,2,,,,,1,1,2,1,2,2,,800,1,,,,1,2
892338,,,,,,,,,,,2,,,2,,2,,630,2,,,,2,0
892339,2,,,1,1,3,,,,,1,1,2,1,2,2,,700,1,,,,1,1
892341,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
892343,2,,,1,1,3,,,,,2,,,1,1,2,,500,2,,,,1,1
892346,2,,,1,1,2,,,,,1,2,2,1,2,1,1,300,1,,,,1,1
892371,2,,,1,1,2,,,,,2,,,1,1,2,,300,2,,,,1,1
892374,2,,,1,1,2,,,,,2,,,1,1,2,,300,2,,,,1,1
892378,2,,,1,1,2,,,,,1,1,2,1,2,2,,1000,2,,,,1,1
892379,,,,1,1,,,,,,2,,,1,1,2,,400,2,,,,1,1
892383,2,,,1,1,3,,,,,2,,,1,1,2,,300,2,,,,1,1
892384,2,,,1,1,2,,,,,1,2,1,1,2,2,,500,1,,,,1,2
892387,2,,,1,1,2,,,,,2,,,1,2,2,,500,2,,,,1,1
892388,2,,,1,1,3,,,,,2,,,1,1,2,,300,2,,,,1,1
892390,2,,,1,1,2,,,,,2,,,1,1,2,,500,2,,,,1,2
892392,2,,,1,1,2,,,,,1,1,1,1,1,2,,700,2,,,,1,1
892396,2,,,1,1,2,,,,,2,,,1,2,2,,900,2,,,,1,2
892399,2,,,1,1,2,,,,,2,,,1,2,2,,1200,2,,,,1,2
892405,2,,,1,1,3,,,,,1,1,1,1,2,2,,1500,2,,,,1,2
892407,2,,,1,1,2,,,,,2,,,2,,2,,400,2,,,,1,1
892413,2,,,1,1,3,,,,,1,1,2,1,1,2,,900,2,,,,1,1
892415,2,,,1,1,3,,,,,2,,,1,1,2,,500,2,,,,1,1
892418,2,,,1,1,2,,,,,2,,,2,,2,,500,2,,,,1,1
892423,2,,,1,1,3,,,,,2,,,2,,2,,300,2,,,,1,1
892427,2,,,1,1,2,,,,,1,1,2,1,1,2,,700,2,,,,1,1
892428,2,,,1,1,2,,,,,2,,,1,1,2,,700,2,,,,1,1
892437,1,1,1,2,2,2,,,,,2,,,1,2,2,,350,2,,,,1,2
892439,2,,,1,1,2,,,,,2,,,2,,2,,1100,2,,,,1,1
892440,2,,,1,1,1,2,,,,1,1,1,1,2,2,,400,1,,,,1,2
892441,,,,,,,,,,,2,,,2,,1,1,500,2,,,,2,0
892442,2,,,1,1,2,,,,,2,,,1,1,2,,450,2,,,,1,1
892447,2,,,1,1,2,,,,,2,,,2,,2,,250,2,,,,1,1
892449,2,,,1,1,2,,,,,1,1,2,1,1,2,,500,2,,,,1,1
892461,2,,,1,1,2,,,,,2,,,1,1,2,,350,2,,,,1,1
892462,2,,,1,1,2,,,,,1,1,1,1,1,1,1,400,1,,,,1,2
892466,2,,,1,1,2,,,,,1,1,1,1,1,1,1,250,1,,,,1,1
892467,2,,,1,1,2,,,,,1,2,2,1,2,2,,1200,2,,,,1,1
892496,2,,,1,1,1,2,,,,1,1,3,1,1,2,,350,2,1500,,,1,1
892502,2,,,1,1,2,,,,,1,1,1,1,1,2,,1000,2,,,,1,1
892505,1,1,1,1,1,2,,,,,1,1,1,1,1,1,1,400,1,,,,1,2
892524,2,,,1,1,2,,,,,2,,,1,1,2,,300,2,,,,1,1
892529,2,,,1,1,2,,,,,2,,,1,1,2,,500,2,,,,1,1
892553,2,,,1,1,2,,,,,2,,,1,1,2,,300,2,,,,1,1
892610,2,,,2,2,1,2,,,,1,2,2,1,2,2,,600,1,,,,1,2
892627,2,,,2,2,1,2,,,,1,2,2,1,2,2,,550,1,,,,1,2
892640,2,,,2,2,1,2,,,,1,2,2,1,2,2,,500,1,,,,1,2
892670,,,,1,1,,,,,,2,,,2,,2,,700,2,,,,1,1
892673,2,,,1,1,2,,,,,1,1,1,1,2,2,,500,2,,,,1,2
892676,2,,,1,1,1,2,,,,1,1,2,1,3,1,2,800,1,,,,1,4
892684,1,1,2,1,1,1,2,,,,1,1,2,1,2,2,,300,1,,,,1,1
892696,2,,,1,1,3,,,,,2,,,1,3,2,,500,2,,,,1,3
892699,1,1,2,1,1,2,,,,,1,2,2,1,2,2,,500,1,,,,1,1
892701,2,,,1,1,1,1,12,1500,1500,2,,,1,1,2,,400,1,,,,1,1
892703,2,,,1,1,1,1,12,1000,1000,2,,,1,1,2,,500,2,,,,1,1
892710,2,,,1,1,2,,,,,2,,,1,2,1,1,200,1,,,,1,1
892725,,,,,,,,,,,2,,,2,,2,,600,2,,,,2,0
892727,,,,,,,,,,,2,,,2,,2,,1000,2,,,,2,0
892736,,,,,,,,,,,2,,,2,,2,,450,2,,,,2,0
892737,,,,,,,,,,,2,,,2,,2,,750,2,,,,2,0
892738,,,,,,,,,,,2,,,2,,2,,500,2,,,,2,0
892739,,,,,,,,,,,2,,,2,,2,,1000,2,,,,2,0
892741,,,,,,,,,,,2,,,2,,2,,600,2,,,,2,0
892745,,,,,,,,,,,2,,,2,,2,,800,2,,,,2,0
892746,,,,,,,,,,,2,,,2,,2,,1000,2,,,,2,0
892750,2,,,1,1,2,,,,,2,,,2,,2,,1800,2,,,,1,1
892753,,,,,,,,,,,2,,,2,,2,,1500,2,,,,2,0
892760,,,,,,,,,,,2,,,2,,2,,1100,2,,,,2,0
892767,,,,,,,,,,,2,,,2,,2,,1000,2,,,,2,0
892769,,,,,,,,,,,2,,,2,,2,,680,2,,,,2,0
892773,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
892784,2,,,1,1,2,,,,,1,2,2,1,2,2,,500,1,,,,1,1
892796,2,,,1,1,1,2,,,,1,1,1,1,1,1,1,200,1,,,,1,1
892800,1,1,2,2,2,2,,,,,1,2,1,1,2,2,,1000,1,,,,1,3
892817,,,,,,,,,,,2,,,2,,2,,400,1,,,,2,0
892832,2,,,1,1,2,,,,,2,,,2,,2,,850,2,,,,1,1
892833,2,,,1,1,2,,,,,2,,,2,,2,,1200,2,,,,1,1
892837,,,,,,,,,,,2,,,2,,2,,1200,2,,,,2,0
892838,2,,,1,1,2,,,,,2,,,1,1,2,,1500,2,,,,1,1
892841,2,,,1,1,2,,,,,2,,,1,1,2,,1400,2,,,,1,1
892877,,,,1,1,,,,,,2,,,1,1,1,1,700,2,,,,1,1
892881,2,,,2,2,1,2,,,,2,,,1,2,2,,700,2,,,,1,2
892884,2,,,2,2,2,,,,,2,,,2,,2,,2000,2,,,,1,2
892886,1,1,2,1,1,3,,,,,1,2,2,2,,2,,1000,1,,,,1,1
892887,1,1,1,2,3,1,2,,,,1,2,2,1,3,1,1,500,2,,,,1,3
892889,2,,,1,1,1,1,7,400,1500,1,2,2,1,2,2,,600,2,,,,1,2
892890,2,,,1,1,2,,,,,1,1,2,1,1,2,,1000,2,,,,1,1
892894,1,1,1,2,2,3,,,,,2,,,1,2,1,1,400,1,,,,1,1
892895,2,,,2,2,2,,,,,1,2,2,1,3,1,2,2000,1,,,,1,8
892902,2,,,1,1,1,2,,,,1,2,2,1,2,2,,300,1,,,,1,3
892909,2,,,2,2,2,,,,,2,,,1,1,2,,250,1,,,,1,2
892911,2,,,1,1,1,2,,,,2,,,1,1,1,1,1000,2,,,,1,1
892917,2,,,2,2,3,,,,,2,,,1,2,2,,300,1,,,,1,2
892919,2,,,1,1,1,2,,,,2,,,1,1,1,2,800,1,,,,1,1
892922,2,,,1,1,2,,,,,2,,,1,1,2,,500,2,,,,1,1
892924,1,1,2,1,1,2,,,,,2,,,1,2,2,,1450,2,,,,1,2
892925,2,,,1,1,1,2,,,,1,1,3,1,2,2,,1700,2,300,,,1,1
892929,2,,,1,1,2,,,,,2,,,1,1,1,1,1350,2,,,,1,1
892931,2,,,1,1,2,,,,,2,,,2,,2,,1000,2,,,,1,1
892935,2,,,1,1,1,2,,,,2,,,1,1,2,,1000,2,,,,1,1
892939,2,,,1,1,2,,,,,2,,,1,1,1,1,1300,2,,,,1,1
892941,2,,,1,1,2,,,,,2,,,1,1,1,1,1200,2,,,,1,1
892946,2,,,1,1,1,2,,,,1,1,1,1,2,1,1,1300,2,,,,1,1
