nquest,quest,nquestp,ncomp,vitgen,ngen,figli,nfigli,parnoit,anconv,stupcf,citpcf,stumcf,citmcf,stupco,citpco,stumco,citmco,contint,CAPI
890308,1,,3,1,1,1,1,,1973,2,1,2,1,2,1,2,1,3,1
890309,1,,2,1,1,1,2,,1981,2,1,2,1,2,1,2,1,3,1
890312,1,,2,2,,1,1,,1993,4,1,4,1,4,1,4,1,2,1
890324,2,,3,1,2,1,1,,1977,2,1,2,1,2,1,2,1,2,1
890327,2,,4,1,2,2,,,1996,2,1,2,1,2,1,2,1,3,1
890333,2,,1,2,,1,2,2,,2,1,2,1,,,,,1,1
890336,2,,3,1,4,2,,,2005,2,2,2,2,2,2,2,2,1,0
890351,1,,3,1,1,2,,2,,3,1,3,,,,,,4,1
890352,1,,2,2,,1,2,,1972,2,1,2,1,3,1,2,1,2,1
890354,1,,2,1,1,1,1,,1974,3,1,2,1,2,1,2,1,3,1
890356,1,,2,2,,2,,,1970,2,1,1,1,1,1,2,1,2,1
890358,1,,3,2,,1,2,,1954,1,1,2,1,2,1,1,1,1,1
890364,2,,1,2,,1,2,,,2,1,2,1,,,,,2,1
890372,2,,3,,,2,,2,,2,,2,,,,,,4,1
890374,2,,2,1,1,1,1,,1975,4,1,3,1,3,1,2,1,4,1
890410,1,,3,1,4,2,,,2013,4,1,5,1,4,1,3,1,1,1
890411,1,,2,2,,1,3,,1965,2,1,2,1,2,1,2,1,3,1
890413,1,,2,1,1,1,2,,1988,2,1,2,1,4,2,2,2,3,1
890415,2,,2,2,,1,1,2,,2,1,2,1,,,,,2,1
890419,2,,2,2,,1,2,,1963,2,1,2,1,2,1,2,1,4,1
890424,2,,4,1,3,2,,,1997,4,1,2,1,7,1,7,1,2,1
890427,2,,1,1,2,2,,2,,3,1,3,1,,,,,2,1
890457,1,,1,2,,1,2,,,2,1,2,1,,,,,1,1
890458,1,,1,2,,1,1,,,1,1,1,1,,,,,1,1
890512,1,,1,2,,2,,,,2,1,2,1,,,,,1,1
890518,1,,2,2,,1,4,,1960,1,1,1,1,1,1,1,1,1,1
890526,2,,1,2,,2,,2,,2,1,2,1,,,,,1,1
890530,2,,2,1,1,2,,,,3,1,2,1,,,,,2,1
890532,2,,1,2,,1,2,2,,2,1,2,1,,,,,1,1
890533,2,,1,2,,1,3,2,,2,1,1,1,,,,,1,1
890535,2,,3,2,,1,1,,1984,1,1,2,1,2,1,2,1,1,1
890539,2,,1,1,1,2,,2,,2,1,3,1,,,,,1,1
890540,2,,5,1,3,2,,,1995,2,2,2,2,2,2,2,2,1,1
890543,2,,1,2,,1,2,2,,2,1,2,1,,,,,1,1
890545,2,,4,1,4,2,,,1998,2,2,2,2,2,2,2,2,1,1
890560,1,,2,1,2,1,3,,1972,2,1,1,1,2,1,2,1,1,1
890564,1,,1,2,,1,4,,,1,1,1,1,,,,,1,1
890569,1,,1,2,,1,4,,,1,1,1,1,,,,,1,1
890571,1,,2,2,,2,,2,,1,1,1,,,,,,1,1
890572,2,,4,2,,1,1,2,,1,1,1,,,,,,1,1
890573,2,,2,2,,1,2,,1978,1,1,1,1,1,1,1,1,1,1
890579,2,,2,2,,1,5,,1968,1,1,1,1,1,1,1,1,1,1
890580,2,,4,1,4,2,,,1995,2,1,2,1,2,1,2,1,1,1
890610,1,,4,1,2,2,,,2008,2,2,2,2,1,1,1,1,1,1
890613,1,,3,1,3,2,,,2003,1,1,2,1,1,1,1,1,1,1
890614,1,,2,2,,1,1,,1958,1,1,1,1,3,1,2,1,1,1
890616,1,,1,2,,1,2,,,1,1,1,1,,,,,1,1
890617,1,,1,2,,1,1,,,2,1,2,1,,,,,1,1
890623,2,,1,2,,2,,,,2,1,1,1,,,,,1,1
890625,2,,1,2,,1,2,,,2,1,2,1,,,,,1,1
890660,1,,3,1,4,2,,,1998,3,1,2,1,2,1,2,1,1,1
890661,1,,2,2,,2,,2,,2,1,3,1,,,,,2,1
890662,1,,2,2,,2,,,,2,1,2,1,,,,,1,1
890666,1,,1,2,,2,,2,,2,1,2,1,,,,,1,1
890667,2,,5,2,,2,,,1987,2,1,2,1,2,1,1,1,2,1
890670,2,,2,2,,1,1,,1967,1,1,1,1,2,1,1,1,1,1
890671,2,,1,2,,1,2,,,1,1,2,1,,,,,1,0
890680,2,,2,2,,2,,2,,2,1,2,1,,,,,2,1
890718,1,,1,2,,2,,2,,2,1,7,1,,,,,1,1
890725,2,,2,1,2,1,2,,1980,2,1,2,1,2,1,1,1,1,1
890729,2,,2,2,,1,3,,1966,2,1,1,1,2,1,7,1,1,1
890731,2,,2,2,,1,1,,1960,2,1,2,1,2,1,2,1,1,1
890761,1,,1,2,,1,3,2,,7,1,1,1,,,,,1,1
890762,1,,1,2,,2,,2,,3,1,2,1,,,,,1,1
890763,1,,4,1,3,2,,,1983,2,1,2,1,2,1,2,1,1,1
890764,1,,1,2,,1,3,,,1,1,1,1,,,,,1,1
890766,1,,2,1,1,1,3,,,2,1,1,1,,,,,2,1
890768,1,,1,2,,1,2,2,,1,1,1,1,,,,,2,1
890771,1,,2,2,,1,7,,1963,2,1,1,1,1,1,1,1,1,1
890777,2,,2,2,,1,3,,1964,1,1,1,1,1,1,1,1,3,1
890790,2,,5,1,3,2,,,1998,2,1,1,1,3,1,3,1,1,1
890811,1,,2,2,,1,3,,1952,2,1,2,1,2,1,2,1,2,1
890812,1,,2,2,,1,1,,1973,2,1,2,1,2,1,2,1,1,1
890815,1,,3,2,,2,,,1972,2,1,2,1,2,1,2,1,1,1
890819,1,,2,2,,1,2,,1960,2,1,2,1,2,1,2,1,1,1
890823,2,,2,2,,1,1,,,2,1,2,1,,,,,1,1
890824,2,,3,2,,1,1,,1968,2,1,2,1,2,1,2,1,1,1
890860,1,,4,2,,2,,,1987,1,1,1,1,1,2,1,1,1,1
890862,1,,6,,,2,,2,,5,,5,,,,,,1,1
890863,1,,2,2,,1,3,,1963,1,1,1,1,1,1,1,1,1,1
890864,1,,1,2,,2,,2,,3,1,2,1,,,,,2,1
890867,1,,2,2,,1,2,,1978,1,1,1,1,1,1,1,1,2,1
890868,1,,2,2,,2,,,1964,1,1,1,1,1,1,1,1,1,1
890869,1,,3,1,2,2,,,1985,1,1,1,1,1,1,1,1,1,1
890871,2,,4,2,,1,2,,1978,1,1,1,1,1,1,1,1,1,1
890874,2,,1,2,,1,3,,,1,1,1,1,,,,,1,1
890875,2,,2,1,1,1,4,,1960,1,1,1,1,1,1,1,1,1,1
890878,2,,2,2,,1,2,,1980,1,1,1,1,1,1,1,1,1,1
890880,2,,3,,,2,,2,,3,,3,,,,,,2,1
890881,2,,2,1,1,1,2,,1969,1,1,1,1,1,1,1,1,2,1
890910,1,,2,2,,1,3,,1960,2,1,2,1,2,1,1,1,1,1
890911,1,,4,2,,1,1,,1967,2,1,1,1,1,1,1,1,1,1
890913,1,,2,2,,1,2,,1969,1,1,1,1,1,1,1,1,1,1
890914,1,,2,2,,2,,,1970,1,1,1,1,1,1,1,1,1,1
890915,1,,1,2,,1,2,,,1,1,1,1,,,,,1,1
890916,1,,1,2,,1,3,,,1,1,1,1,,,,,1,1
890920,1,,4,1,1,1,1,,1968,1,1,1,1,1,1,1,1,2,1
890922,1,,1,1,1,2,,2,,2,1,3,1,,,,,1,1
890929,2,,1,1,2,1,3,1,,4,2,4,2,,,,,1,1
890930,2,,1,2,,2,,,,4,1,2,1,,,,,1,1
890960,1,,2,2,,1,3,,1981,2,1,2,1,2,1,2,1,1,1
890961,1,,2,2,,1,2,,,2,1,2,1,,,,,2,1
890963,1,,2,2,,1,1,,1970,3,1,2,1,2,1,2,1,1,1
890967,1,,1,2,,1,2,,,2,1,2,1,,,,,1,1
890970,1,,2,2,,1,1,,1970,3,1,3,1,4,1,3,1,1,1
890971,1,,1,2,,2,,2,,3,1,2,1,,,,,1,1
890972,1,,2,2,,2,,2,,1,1,2,1,,,,,1,1
890973,2,,1,2,,1,2,,,2,1,1,1,,,,,1,1
890975,2,,1,2,,1,1,2,,2,1,2,1,,,,,1,1
890980,2,,1,2,,1,2,,,1,1,1,1,,,,,1,1
890982,2,,2,2,,1,2,,1960,2,1,2,1,2,1,2,1,1,1
890983,2,,2,1,1,1,1,,1971,2,1,1,1,1,1,2,1,1,1
890999,2,,2,1,4,2,,,2010,3,1,4,1,4,1,4,1,1,0
891010,1,,1,1,1,2,,2,,1,1,1,1,,,,,1,1
891012,1,,1,2,,1,1,,,1,1,1,1,,,,,1,1
891013,1,,1,2,,1,2,,,1,1,1,1,,,,,1,1
891018,1,,1,1,1,2,,2,,3,1,2,1,,,,,2,1
891020,1,,1,2,,1,2,,,1,1,1,1,,,,,1,1
891022,1,,2,2,,1,1,,1972,1,1,1,1,1,1,1,1,2,1
891023,1,,2,2,,1,2,,1963,1,1,1,1,1,1,1,1,1,1
891027,2,,2,1,2,2,,2,,3,2,3,2,,,,,1,1
891028,2,,3,2,,2,,,1965,1,1,1,1,1,1,1,1,1,1
891031,2,,1,1,2,2,,2,,4,1,4,1,,,,,2,1
891060,1,,4,1,1,2,,2,,2,1,1,1,,,,,1,1
891062,1,,2,2,,1,1,,1957,1,1,1,1,1,1,1,1,1,1
891063,1,,4,1,1,2,,,1989,2,1,1,1,1,1,1,1,1,1
891065,1,,1,2,,1,2,,,1,1,2,1,,,,,1,1
891066,1,,1,2,,2,,2,,1,1,1,1,,,,,1,1
891067,1,,2,2,,1,3,,1963,1,1,1,1,1,1,1,1,1,1
891072,1,,2,2,,1,3,,1964,2,1,1,1,2,1,1,1,1,1
891073,1,,3,1,1,1,1,,1975,2,1,2,1,1,1,2,1,1,1
891078,2,,2,1,2,2,,,2001,1,1,1,1,1,1,1,1,1,1
891079,2,,1,2,,1,1,,,1,1,1,1,,,,,1,1
891082,2,,1,1,2,2,,2,,3,2,3,2,,,,,2,1
891083,2,,1,2,,2,,,,1,1,1,1,,,,,1,1
891085,2,,1,1,1,1,1,2,,3,1,3,1,,,,,1,1
891110,1,,1,2,,2,,2,,7,1,7,1,,,,,2,0
891117,1,,2,2,,1,1,,1962,7,1,7,1,7,3,7,3,2,1
891119,2,,2,2,,1,2,,1969,7,1,1,1,7,1,7,1,1,1
891125,2,,2,2,,1,2,,1976,3,1,2,1,7,1,7,1,2,1
891138,2,,6,3,,2,,,2001,2,,2,,7,2,7,2,1,0
891160,1,,7,1,2,2,,,1995,2,1,2,1,2,,2,,1,1
891161,1,,1,2,,1,3,,,1,1,1,1,,,,,1,1
891164,1,,1,2,,1,1,,,1,1,1,1,,,,,1,1
891165,1,,2,2,,1,1,,,1,1,1,1,,,,,1,1
891167,1,,1,2,,2,,2,,1,1,1,1,,,,,1,1
891168,1,,2,2,,1,1,,1977,2,1,2,1,2,1,2,1,2,1
891169,1,,3,1,1,1,1,,1985,2,1,2,1,2,1,2,1,1,1
891171,1,,1,2,,1,2,,,2,1,2,1,,,,,1,1
891173,1,,1,2,,1,1,,,2,1,3,1,,,,,1,1
891210,1,,1,2,,2,,2,,2,1,2,1,,,,,1,1
891213,1,,3,1,3,2,,,1999,4,1,2,1,2,1,2,1,1,1
891214,1,,4,1,4,2,,,1993,2,1,2,1,2,1,2,1,1,1
891215,1,,2,2,,1,3,,1971,2,1,2,1,2,1,2,1,1,1
891227,2,,1,2,,1,4,,,2,1,4,1,,,,,1,1
891261,1,,1,2,,2,,,,1,1,1,1,,,,,1,1
891268,1,,2,2,,1,2,,,1,1,1,1,,,,,1,1
891269,1,,5,1,2,2,,,1991,2,1,2,,2,1,2,1,3,1
891270,1,,1,2,,1,2,,,4,1,2,1,,,,,1,1
891277,2,,4,1,1,1,1,,1977,2,1,2,1,3,1,3,1,1,1
891302,2,,2,1,2,2,,2,,3,1,3,1,,,,,1,1
891315,1,,1,2,,1,1,,,1,1,1,1,,,,,1,1
891316,1,,2,2,,1,2,,1968,1,1,1,1,1,1,1,1,2,0
891317,1,,3,2,,2,,,1968,3,1,2,1,2,1,2,1,2,0
891320,1,,3,2,,1,2,,1964,2,1,2,1,1,1,1,1,4,1
891323,1,,2,2,,1,1,,2006,3,1,3,1,3,2,7,2,2,1
891324,2,,1,2,,1,2,,,1,1,1,1,,,,,2,1
891334,2,,2,1,1,1,1,,1982,1,1,1,1,1,1,1,1,1,0
891336,2,,3,2,,2,,,1982,1,1,1,1,1,1,1,1,1,0
891337,2,,3,1,3,1,1,,1997,1,1,2,,4,1,3,1,1,0
891341,2,,4,1,3,2,,,1992,2,1,2,1,2,1,2,1,1,1
891342,2,,3,1,2,2,,,1986,2,1,2,1,2,1,2,1,2,0
891362,1,,1,2,,1,1,,,2,1,2,1,,,,,2,0
891364,1,,1,2,,2,,2,,1,1,1,1,,,,,2,0
891378,2,,1,2,,2,,2,,2,1,2,1,,,,,1,1
891385,2,,1,1,1,2,,2,,3,1,3,1,,,,,2,0
891386,2,,3,2,,2,,2,,2,2,2,2,,,,,1,0
891387,2,,3,1,4,2,,,1990,3,1,3,1,2,1,2,1,2,0
891390,2,,4,1,1,2,,,2000,2,1,2,1,2,1,2,1,2,0
891391,2,,4,1,4,2,,,1997,3,1,3,1,3,1,3,1,1,0
891394,2,,2,1,2,2,,2,,3,1,3,1,,,,,1,0
891403,2,,6,1,2,1,2,,1997,1,2,1,2,1,2,1,2,1,0
891415,1,,1,2,,1,3,,,1,1,1,1,,,,,2,1
891416,1,,2,1,1,2,,2,,1,1,2,,,,,,1,1
891418,1,,1,2,,2,,2,,2,2,1,2,,,,,1,1
891421,1,,2,2,,1,3,,1964,2,1,2,1,2,1,2,1,1,1
891422,2,,2,2,,1,2,,1971,3,1,2,1,2,1,2,1,2,1
891423,2,,6,1,1,2,,,1978,3,1,1,,2,1,1,1,1,1
891424,2,,2,2,,1,2,2,,2,1,1,1,,,,,2,1
891425,2,,3,,,2,,2,,4,,5,,,,,,2,1
891429,2,,3,2,,2,,,1978,2,1,4,1,5,1,3,1,1,1
891430,2,,2,2,,1,2,,1959,2,1,2,1,2,1,2,1,1,1
891431,2,,4,1,1,2,,,1981,2,1,1,1,2,1,1,1,1,1
891433,2,,4,1,1,1,1,,1986,3,1,2,1,3,1,2,1,3,1
891435,2,,2,2,,1,1,,,1,1,1,1,,,,,1,1
891447,2,,3,1,1,2,,,1998,2,1,3,1,4,1,4,1,2,1
891451,2,,1,1,1,2,,2,,1,2,2,2,,,,,1,1
891461,1,,1,2,,1,4,,,7,1,7,1,,,,,1,1
891462,1,,5,1,2,2,,,1982,2,1,2,1,7,1,7,1,1,1
891463,1,,2,2,,1,2,,1975,2,1,2,1,7,1,7,3,1,1
891464,1,,2,2,,2,,2,,1,1,1,,,,,,1,1
891465,1,,1,2,,1,2,,,2,1,2,1,,,,,1,1
891468,1,,1,2,,1,2,,,2,1,2,1,,,,,1,1
891510,1,,1,2,,1,1,,,4,1,4,1,,,,,1,1
891511,1,,1,1,1,2,,2,,2,1,2,1,,,,,1,1
891513,1,,1,2,,1,2,,,1,1,1,1,,,,,1,1
891515,1,,1,2,,1,2,,,2,1,2,1,,,,,1,1
891517,1,,1,1,2,2,,2,,4,1,3,1,,,,,1,1
891520,1,,2,1,1,2,,,,1,1,1,1,,,,,1,1
891522,1,,1,2,,1,1,,,2,1,2,1,,,,,1,1
891523,1,,4,2,,2,,,1995,2,1,2,1,2,1,2,1,1,1
891524,2,,1,2,,2,,2,,4,1,3,1,,,,,1,1
891529,2,,1,2,,2,,,,2,1,1,1,,,,,1,1
891531,2,,1,2,,2,,2,,3,1,3,1,,,,,1,1
891539,2,,1,2,,2,,2,,3,1,3,1,,,,,1,1
891546,2,,1,1,2,2,,2,,4,1,4,1,,,,,1,1
891560,1,,2,1,2,1,2,,1974,1,1,1,1,1,1,1,1,1,1
891562,1,,2,1,2,2,,2,,3,1,2,1,,,,,1,1
891563,1,,1,2,,1,2,2,,2,1,1,1,,,,,1,1
891566,1,,2,2,,1,2,,1979,1,1,1,1,1,1,1,1,1,1
891568,1,,1,2,,1,2,,,1,1,1,1,,,,,1,1
891580,2,,1,2,,1,4,,,1,1,1,1,,,,,2,1
891613,1,,2,2,,1,6,,1967,1,1,1,1,1,1,1,1,1,1
891671,1,,2,2,,2,,2,,1,1,1,1,,,,,2,1
891673,1,,2,1,1,2,,2,,1,1,1,,,,,,2,1
891676,1,,3,2,,1,4,,1960,1,1,1,1,1,1,1,1,2,1
891677,1,,2,2,,1,2,,1967,2,1,2,1,7,1,7,1,2,1
891678,1,,5,1,1,2,,,1999,3,1,4,,3,1,3,1,2,1
891680,1,,2,2,,1,4,,,1,1,1,1,,,,,2,1
891681,1,,2,1,1,1,2,,1973,2,1,2,1,2,1,2,1,1,1
891683,1,,2,1,1,1,2,,1977,2,1,2,1,2,1,2,1,3,1
891684,1,,2,1,1,2,,2,,3,1,4,,,,,,2,1
891688,1,,4,2,,1,1,,1981,2,1,2,1,7,1,7,1,2,1
891689,1,,2,2,,2,,,,2,1,2,1,,,,,2,1
891690,2,,4,1,1,2,,,1985,2,1,2,1,2,1,2,1,2,1
891692,2,,4,1,2,2,,,1995,3,1,3,1,2,1,2,1,4,1
891695,2,,3,1,2,2,,,1987,3,1,2,1,2,1,2,1,2,1
891699,2,,3,2,,2,,,2007,2,1,2,1,2,1,2,1,1,1
891700,2,,3,1,2,2,,,1998,1,1,1,1,1,1,1,1,2,1
891724,1,,4,1,2,2,,,2003,3,,3,,3,1,2,1,1,0
891727,1,,1,2,,2,,,,2,1,2,1,,,,,1,1
891729,1,,2,1,1,1,1,,1974,2,1,2,1,2,1,2,1,1,1
891733,2,,2,2,,2,,,,2,1,2,1,,,,,1,1
891734,2,,3,2,,2,,,1974,2,1,2,1,2,1,2,1,2,1
891738,2,,2,1,2,2,,,1985,2,1,2,1,2,1,2,1,2,1
891739,2,,1,2,,2,,2,,2,1,2,1,,,,,1,1
891743,2,,3,2,,2,,,1977,2,1,2,1,2,1,2,1,3,1
891744,2,,2,2,,2,,,1987,2,1,2,1,2,1,2,1,3,1
891745,2,,1,1,1,2,,,,2,1,2,1,,,,,1,0
891749,2,,2,2,,2,,2,,2,1,2,1,,,,,3,1
891757,2,,6,1,2,2,,,1987,2,2,2,2,2,2,2,2,1,1
891759,2,,4,1,4,2,,,2000,1,2,1,2,1,2,1,2,1,1
891793,2,,4,1,3,2,,,1987,2,1,2,1,1,1,7,1,1,1
891794,2,,5,2,,1,2,,1958,4,1,4,1,1,,1,,2,1
891795,2,,4,1,3,2,,,1990,3,1,2,1,2,1,2,1,2,1
891801,2,,4,1,3,2,,,1996,2,1,2,1,3,1,2,1,2,1
891803,2,,1,1,2,2,,2,,5,1,5,1,,,,,3,1
891808,2,,3,1,1,2,,,1988,2,1,1,1,7,1,7,1,2,1
891813,2,,4,1,1,1,2,,1989,7,2,1,1,7,1,7,1,2,1
891820,1,,2,2,,1,3,,1980,1,1,1,1,1,1,1,1,4,1
891824,1,,2,2,,2,,2,,2,1,2,,,,,,1,1
891825,1,,1,2,,1,2,,,2,1,1,1,,,,,1,1
891827,1,,1,2,,1,2,,,1,1,1,1,,,,,1,1
891829,1,,3,2,,2,,,1077,1,1,1,1,1,1,1,1,1,1
891832,2,,2,1,1,1,3,,1983,1,1,1,1,1,1,1,1,1,1
891835,2,,3,2,,1,3,,1970,1,1,1,1,1,1,1,1,1,1
891836,2,,3,,,2,,2,,1,,1,,,,,,2,1
891837,2,,2,2,,2,,,1985,1,1,1,1,1,1,1,1,1,1
891846,2,,2,2,,1,1,,1963,1,1,1,1,1,1,1,1,1,1
891859,2,,4,,,2,,2,,2,,2,,,,,,1,1
891867,2,,2,1,4,2,,,2010,2,1,2,1,2,1,2,1,2,1
891871,1,,1,2,,1,2,,,2,1,2,1,,,,,4,1
891872,1,,1,2,,2,,2,,3,1,2,1,,,,,2,1
891876,1,,4,2,,1,1,,1978,7,1,7,1,7,1,7,1,2,1
891877,1,,2,2,,1,2,,1980,2,1,2,1,3,1,2,1,1,1
891882,2,,3,1,4,1,2,,1980,3,1,2,1,2,1,3,1,2,1
891884,2,,4,1,4,2,,,1993,4,1,2,1,3,1,3,1,1,1
891885,2,,1,2,,1,3,,,2,1,1,1,,,,,1,1
891903,2,,2,1,2,2,,,2004,1,2,1,2,1,2,2,2,1,1
891906,2,,1,2,,1,2,,,2,1,2,1,,,,,1,1
891908,2,,2,2,,2,,,2014,2,2,2,2,2,1,2,1,2,1
891923,1,,2,2,,2,,2,,2,,2,1,,,,,1,1
891924,1,,2,2,,1,1,,1973,1,1,1,1,1,1,1,1,1,1
891927,1,,3,2,,1,2,,1955,1,1,1,1,1,1,1,1,1,0
891928,1,,2,2,,1,3,,1967,3,1,2,1,3,1,2,1,1,1
891930,1,,3,1,1,1,1,,1977,1,1,1,1,2,1,2,1,1,1
891938,2,,4,1,1,2,,,1982,1,1,1,1,1,1,1,1,1,1
891941,2,,1,2,,2,,2,,2,1,2,1,,,,,1,1
891947,2,,1,2,,1,2,,,3,1,3,1,,,,,1,1
891949,2,,4,1,3,2,,,1995,2,1,2,1,2,1,2,1,1,1
891970,1,,4,2,,1,2,,1965,2,1,1,1,2,1,2,1,1,1
891974,1,,4,2,,1,1,,1965,1,1,1,1,2,1,2,1,1,1
891976,1,,1,2,,1,1,2,,2,1,1,1,,,,,1,1
891977,1,,2,2,,1,1,,1970,2,1,2,1,2,1,2,1,2,1
891978,1,,1,2,,2,,2,,2,1,1,1,,,,,1,1
891980,1,,2,2,,1,2,,1969,2,1,2,1,2,1,2,1,1,1
891984,2,,1,2,,1,1,,,2,1,2,1,,,,,1,1
891985,2,,2,2,,2,,,1962,2,1,2,1,2,1,2,1,1,1
891986,2,,2,2,,2,,,1967,2,1,2,1,3,1,2,1,1,1
891990,2,,2,2,,1,4,,1979,2,1,2,1,2,1,2,1,1,1
891992,2,,1,2,,1,1,2,,2,1,2,1,,,,,1,1
891993,2,,3,1,2,2,,2,,2,1,2,1,,,,,1,1
892023,2,,3,2,,1,2,,1978,2,1,2,1,2,1,2,1,1,1
892070,1,,1,2,,2,,2,,2,1,2,1,,,,,1,1
892071,1,,1,2,,2,,2,,1,1,1,1,,,,,2,1
892072,1,,1,2,,1,4,,,1,1,1,1,,,,,3,1
892074,1,,1,2,,1,2,,,1,1,1,1,,,,,1,1
892075,1,,1,2,,1,4,,,2,1,1,1,,,,,3,1
892076,1,,2,2,,1,2,,1972,3,1,2,1,7,1,7,1,3,1
892085,1,,3,2,,1,2,,1968,1,1,2,1,2,1,1,1,1,1
892086,1,,3,1,3,2,,,2009,2,1,2,1,2,1,2,1,2,1
892089,1,,1,1,2,2,,2,,2,1,2,1,,,,,2,1
892090,1,,1,1,2,2,,,,1,1,1,1,,,,,2,1
892093,1,,1,1,2,1,2,2,,2,1,2,1,,,,,1,1
892104,2,,1,1,1,1,3,2,,2,1,1,1,,,,,2,1
892106,2,,5,1,3,2,,,1988,2,1,2,1,1,1,2,1,1,1
892108,2,,2,1,2,2,,2,,2,1,2,1,,,,,1,1
892110,2,,1,2,,1,2,,,1,1,1,1,,,,,2,1
892119,2,,2,1,3,1,2,,1998,2,2,2,2,2,2,2,2,1,1
892126,1,,6,1,1,2,,,1997,2,1,2,,4,1,4,1,1,1
892127,1,,1,2,,1,2,,,7,3,1,1,,,,,1,1
892129,1,,2,2,,2,,,,3,1,2,1,,,,,3,1
892132,2,,1,2,,1,4,,,1,1,1,1,,,,,1,1
892133,2,,2,2,,1,3,,1958,1,1,1,1,1,1,1,1,2,1
892136,2,,2,2,,2,,2,,1,1,1,1,,,,,2,1
892140,2,,4,2,,2,,,1987,7,1,3,1,2,1,2,1,3,1
892149,2,,1,2,,1,2,2,,2,1,2,1,,,,,2,1
892167,2,,2,1,3,2,,,2010,2,1,2,1,7,1,2,1,1,1
892173,1,,2,2,,1,2,,,2,1,2,1,,,,,2,1
892177,1,,1,2,,1,2,,,2,1,2,1,,,,,3,1
892181,2,,3,1,1,1,5,,1965,2,1,2,1,2,1,2,1,2,1
892191,2,,2,2,,2,,,1975,2,1,2,1,2,1,2,1,4,1
892193,2,,3,1,3,2,,,1988,3,1,3,1,5,1,5,1,4,1
892197,2,,3,1,3,2,,,1995,2,1,2,1,2,1,2,1,3,1
892199,2,,1,2,,2,,2,,2,1,2,1,,,,,2,1
892220,1,,1,2,,1,3,,,1,1,1,1,,,,,1,1
892221,1,,2,2,,1,2,,1963,1,1,1,1,2,1,2,1,1,1
892225,1,,1,2,,1,2,,,3,1,2,1,,,,,1,1
892226,1,,1,2,,1,3,,,2,1,2,1,,,,,1,1
892227,1,,1,2,,2,,2,,2,1,1,1,,,,,1,1
892228,1,,3,2,,1,2,,,3,1,2,1,,,,,1,1
892230,1,,2,2,,2,,,1973,3,2,3,2,2,1,2,1,3,1
892231,1,,2,2,,1,2,,1955,1,1,1,1,2,1,2,1,1,1
892232,1,,4,2,,2,,2,,2,,2,1,,,,,1,1
892233,1,,1,2,,2,,2,,3,1,2,1,,,,,1,1
892238,2,,2,1,2,2,,2,,2,1,2,1,,,,,1,1
892244,2,,3,2,,1,2,,1976,2,1,2,1,2,1,2,1,1,1
892247,2,,1,2,,1,2,,,2,1,2,1,,,,,2,1
892252,2,,2,1,4,2,,,1991,2,1,3,1,3,1,4,1,2,1
892254,2,,4,1,3,2,,,1999,4,1,4,1,4,1,4,1,1,1
892257,2,,2,1,3,2,,,2004,3,1,3,1,3,1,3,1,1,1
892271,1,,5,1,3,2,,,1995,2,1,2,1,2,1,1,1,1,1
892273,1,,2,2,,1,2,,1968,2,1,1,1,2,1,1,1,2,1
892274,1,,1,2,,1,1,,,2,1,1,1,,,,,1,1
892276,1,,2,2,,1,3,,1977,2,1,2,1,2,1,2,1,3,1
892291,2,,4,1,3,2,,,2008,3,2,3,2,4,1,3,1,1,1
892321,1,,1,2,,1,1,,,1,1,1,1,,,,,2,1
892322,1,,1,2,,2,,2,,1,1,1,1,,,,,1,1
892326,1,,4,2,,2,,,,1,1,1,1,,,,,2,1
892331,1,,2,2,,1,2,,1966,2,1,2,1,2,2,2,2,2,1
892336,2,,1,2,,2,,2,,2,1,2,1,,,,,2,1
892337,2,,3,1,1,2,,,1982,2,1,2,1,2,1,2,1,1,1
892338,2,,2,2,,1,2,,1965,1,1,1,1,1,1,1,1,1,1
892339,2,,3,1,3,1,1,,2000,2,1,2,1,2,1,2,1,1,1
892341,2,,2,2,,1,2,,1956,2,1,2,1,1,1,1,1,1,1
892343,2,,1,2,,1,2,,,1,1,1,1,,,,,5,1
892346,2,,4,1,2,2,,,1991,3,1,3,1,3,1,3,1,3,1
