SESSO,ETA,NCOMP,NSESSOM,NSESSOF,NCOMP13,NCOMP1417,NCOMP1844,NCOMP4554,NCOMP5564,NCOMP65,A01,A02,A03,A04,A05,A06,A08,A10,A11,A12,A13,A14,A15,A16_1,A16A_1,A16_2,A16A_2,A16_3,A16A_3,A16A_4,A16A_5,A16A_6,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44_1,A44_2,A44_3,A44_4,A44_5,A45_1_1,A45_2_1,A45_3_1,A45_4_1,A45_5_1,A45_1_2,A45_2_2,A45_3_2,A45_4_2,A45_5_2,A45_1_3,A45_2_3,A45_3_3,A45_4_3,A45_5_3,A45_1_4,A45_2_4,A45_3_4,A45_4_4,A45_5_4,AREA5,ACOM,Y_MONTH,PANEL,PESO,pesopanel,TITOLO,A07,A09,ID
2,48,2,1,1,0,0,1,1,0,0,9,9,9,,9,99,1,6,,,,,1,2,2,2,2,2,2,2,2,2,1,1,,1,3,,3,3,4,2,,1,2,,3,3,4,3,3,4,,3,2,,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,4,2,4381.54384995303,,4,1,1,40690
1,83,2,1,1,0,0,0,0,0,2,9,2,1,11,1,7,0,4,,,,,,2,2,2,2,2,2,2,2,2,4,3,,2,,,3,3,1,2,,2,1,,2,1,,2,1,4,,3,2,,2,,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,5,1,7,2,9819.87598125451,,3,2,0,40696
1,63,3,2,1,0,0,1,0,2,0,4,4,3,,4,6,,4,,,,,1,2,2,2,2,2,2,2,2,2,1,2,,2,,,1,2,,1,1,1,2,,2,3,3,2,2,4,,2,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,7,1,8172.14494592187,20906.7466765046,3,0,1,40727
1,71,2,1,1,0,0,0,0,0,2,2,4,1,11,3,5,,4,,,,,,2,2,2,2,2,2,2,2,2,3,2,,2,,,6,2,,2,,4,2,,1,2,,,,4,,3,1,3,,,3,3,3,3,2,3,3,3,3,2,2,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,18,2,12196.1146323583,,3,0,0,40808
1,66,2,1,1,0,0,0,0,1,1,3,3,1,99,2,99,1,1,1,9,0,,0,2,2,2,2,2,2,2,2,2,3,2,,3,,2,4,2,,1,3,1,2,,1,3,2,3,3,4,,3,1,3,,,3,2,2,2,2,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,98,2,7525.68104323106,,4,1,1,40872
1,74,2,1,1,0,0,0,0,0,2,2,4,1,4,2,4,,4,,,,,,2,2,2,2,2,2,2,2,2,3,2,,2,,,4,2,,2,,4,2,,2,2,,,,4,,3,1,3,,,2,1,3,1,1,3,1,3,1,1,3,1,3,1,1,2,1,2,1,1,2,1,2,1,1,1,5,18,2,7624.25999091677,,4,0,0,40877
1,73,4,2,2,0,0,2,0,1,1,2,2,1,4,2,7,1,4,,,,,0,2,2,2,2,2,2,2,2,2,3,2,,2,,,4,2,,2,,1,2,,2,2,,,,4,,3,2,,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,3,98,2,7415.4583031284,,3,3,2,40924
2,82,1,0,1,0,0,0,0,0,1,4,4,1,5,1,7,,6,,,,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,3,2,,2,,4,2,,2,1,,3,3,4,,3,2,,1,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,3,98,2,14520.8260076456,,4,0,0,40956
2,79,1,0,1,0,0,0,0,0,1,2,2,2,,4,99,,4,,,,,,2,2,2,2,2,2,2,2,2,1,1,,2,,,3,2,,2,,4,2,,1,2,,,,4,,3,1,3,,,2,1,2,1,1,3,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,98,2,18162.5209104712,,4,0,0,41044
1,74,2,1,1,0,0,0,0,0,2,4,4,1,11,1,1,0,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,3,2,,2,,1,3,1,2,2,,,,4,,1,2,,1,2,3,1,3,1,2,1,1,3,1,1,3,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,98,2,26190.2916644228,,2,2,0,41046
1,85,2,1,1,0,0,0,0,0,2,2,2,2,,2,99,,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,5,2,,2,,4,2,,1,2,,,,4,,3,1,1,,,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,2,11,2,26190.2916644228,,2,0,0,41085
1,65,2,1,1,0,0,0,0,1,1,4,5,1,10,1,9,,4,,,,,,2,2,2,2,2,2,2,2,2,4,2,,2,,,3,2,,2,,3,2,,2,2,,,,4,,3,2,,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1,2,1,2,1,1,2,2,6,2,11424.2533956938,,3,0,0,41126
2,64,2,0,2,0,0,1,0,1,0,4,5,1,9,2,99,0,4,,,,,90,2,2,2,2,2,2,2,2,2,1,2,,2,,,2,2,,2,,1,2,,2,2,,,,2,3,,2,,2,,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,7,2,4755.16667447439,,4,1,1,41222
2,86,1,0,1,0,0,0,0,0,1,9,9,9,,9,99,,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,,4,,,1,1,,2,,1,3,4,3,3,4,3,3,4,,3,2,,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,98,2,25222.0333285237,,3,0,0,41240
1,80,2,1,1,0,0,0,0,0,2,5,5,2,,2,99,,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,2,2,,2,,1,2,,2,2,,,,4,,3,2,,2,,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,6,2,10080.1109804491,,3,0,0,41243
2,60,2,0,2,0,0,1,0,1,0,5,5,9,,9,99,,3,,,,0,,2,2,2,2,1,1,2,2,2,1,2,,2,,,2,2,,2,,2,2,,2,2,,,,4,,2,2,,2,,2,2,2,1,1,3,3,3,3,3,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,5,5,2,4703.57513996545,,4,0,0,41270
2,73,1,0,1,0,0,0,0,0,1,4,3,3,,3,99,1,3,,,,3,3,2,2,2,2,2,2,2,2,2,1,3,,3,,1,2,3,4,2,,4,3,4,3,2,,,,4,,3,2,,2,,4,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,4,2,1,1,54997.6650972307,141939.599401328,2,1,0,41278
1,50,3,2,1,1,0,1,1,0,0,4,4,2,,2,6,1,1,1,5,0,,0,2,2,2,2,2,2,2,2,2,4,2,1,2,,,6,2,,2,,4,2,,1,2,,,,4,,3,1,1,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,2,3,19,1,7924.55569846821,21813.1700715258,4,2,1,41396
2,66,1,0,1,0,0,0,0,0,1,9,9,3,,1,99,0,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,4,2,,2,,2,2,,1,2,,,,4,,3,2,,2,,1,1,1,1,2,3,2,2,1,2,3,1,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,7,2,18931.3122797549,,4,1,0,41459
1,72,1,1,0,0,0,0,0,0,1,4,4,1,6,2,4,,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,3,2,,2,,2,2,,2,3,1,3,2,4,,3,2,,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,5,9,1,15995.1065476341,39145.5671070021,6,0,0,41461
2,77,1,0,1,0,0,0,0,0,1,1,2,1,7,3,99,,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,4,3,2,2,,2,3,1,2,2,,,,2,2,,2,,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,3,2,5,7,2,63613.0277503452,,2,0,0,41463
1,54,1,1,0,0,0,0,1,0,0,5,5,1,10,1,7,0,2,,4,60,,100,2,2,2,2,2,2,1,1,2,1,2,,2,,,1,3,3,2,,3,3,3,3,3,3,3,1,2,1,,2,,1,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,11,1,14045.3404885024,34456.0181467429,6,1,0,41522
2,74,1,0,1,0,0,0,0,0,1,3,3,1,99,2,8,,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,3,2,,2,,2,2,,1,2,,,,4,,3,2,,2,,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,5,3,4,1,15940.1883246544,41138.9091006537,4,0,0,41533
1,72,4,2,2,0,0,1,1,0,2,4,4,1,9,2,6,2,4,,,,,0,2,2,2,2,2,2,2,1,2,3,1,,2,,,4,3,2,2,,4,3,1,2,2,,,,4,,3,2,,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,2,19,2,7498.46404915257,,3,2,2,41536
1,77,2,1,1,0,0,0,0,1,1,2,3,2,,4,2,0,2,,1,0,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,6,2,,2,,4,2,,1,2,,,,4,,3,2,,2,,3,2,1,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,12,1,11424.2533956938,26141.3500960956,3,1,0,41557
2,74,1,0,1,0,0,0,0,0,1,1,2,1,5,9,9,1,3,,,,0,,2,2,2,2,2,2,2,2,2,1,3,,3,,1,2,3,3,2,,2,3,2,2,3,4,3,1,4,,3,2,,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,2,18162.5209104712,,4,1,0,41559
1,67,2,1,1,0,0,0,0,1,1,1,2,2,,4,3,,4,,,,,,2,2,2,2,2,2,2,2,2,4,2,,2,,,4,2,,2,,4,2,,1,2,,,,4,,3,1,3,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,2,18,2,7525.68104323106,,4,0,0,41614
2,83,1,0,1,0,0,0,0,0,1,5,5,1,99,5,9,0,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,4,2,,2,,1,2,,1,2,,,,4,,3,1,3,,,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,98,2,14520.8260076456,,4,1,0,41619
1,45,1,1,0,0,0,0,1,0,0,4,4,1,99,1,99,1,1,3,9,0,,,1,1,2,2,2,2,2,2,2,1,2,,1,3,,5,2,,2,,4,2,,1,2,,,,4,,3,1,3,,,3,3,1,1,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,9,1,14045.3404885024,34456.0181467429,5,1,0,41652
1,61,4,3,1,0,0,2,0,2,0,9,9,2,,9,99,4,3,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,,2,,,3,2,,2,,2,3,1,3,3,4,3,3,4,,3,2,,2,,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,2,2,9,2,8256.43617971566,,3,4,3,41704
1,76,2,1,1,0,0,0,0,0,2,4,4,1,6,3,6,,4,,,,,,2,2,2,2,2,2,2,2,2,3,1,,2,,,3,2,,2,,2,3,1,2,2,,,,4,,3,1,1,,,3,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,1,2,3,2,2,1,1,2,5,9,1,25900.0267385952,59282.1609483159,2,0,0,41741
1,60,5,2,3,0,0,2,0,2,1,3,3,1,99,9,99,1,6,,,,,0,2,2,2,2,2,2,2,2,2,1,2,,2,,,3,1,,2,,1,3,2,1,2,,,,4,,3,2,,2,,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,5,7,2,15782.7274501028,,2,2,1,41743
2,55,2,1,1,0,0,1,0,1,0,4,4,1,5,2,5,1,1,1,6,0,,,2,2,2,2,2,2,2,2,2,1,2,,1,3,,3,3,1,2,,1,2,,2,2,,,,4,,3,1,1,,,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,98,2,6822.97674951808,,4,2,0,41770
2,74,1,0,1,0,0,0,0,0,1,9,4,1,99,4,2,1,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,2,2,,2,,2,3,2,2,2,,,,4,,3,2,,2,,3,2,3,1,1,3,1,2,1,1,2,1,1,1,1,2,1,2,1,1,2,2,2,2,2,3,5,7,1,20425.3935572689,52202.3366702001,4,1,0,41776
1,62,3,2,1,0,0,1,0,2,0,5,4,1,11,1,5,2,1,1,98,0,,50,2,2,2,2,2,2,2,1,2,1,1,,2,,,4,3,2,2,,4,1,,1,3,2,2,2,4,,3,2,,1,1,4,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,20,2,5766.76876805313,,6,3,1,41889
2,45,1,0,1,0,0,0,1,0,0,3,3,2,,3,6,1,2,,7,0,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,4,2,,2,,3,2,,2,2,,,,4,,3,1,1,,,3,3,3,2,2,2,2,2,1,2,2,3,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,98,2,13057.5316949345,,6,1,0,41898
1,58,4,1,3,0,0,2,1,1,0,9,9,9,,9,99,0,2,,98,0,,,2,2,2,2,2,2,2,1,2,3,1,,2,,,4,2,,2,,1,1,,1,2,,,,4,,3,2,,2,,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,1,98,2,3301.81823237494,,3,4,0,42093
2,67,1,0,1,0,0,0,0,0,1,4,4,1,99,9,99,,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,2,2,,2,,1,2,,2,2,,,,4,,3,2,,2,,1,1,3,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,4,1,56455.150021265,145701.119565596,2,0,0,42109
1,47,3,1,2,1,0,1,1,0,0,3,3,3,,3,5,1,1,1,4,50,,0,2,2,2,2,2,2,2,2,2,3,1,2,2,,,4,2,,2,,3,3,1,2,3,1,2,2,2,1,,1,1,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,19,2,6267.03253743435,,4,2,2,42124
2,76,1,0,1,0,0,0,0,0,1,3,2,1,5,3,99,,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,4,2,,2,,4,2,,1,2,,,,4,,3,1,3,,,3,2,2,1,2,3,2,2,1,2,3,2,2,1,2,2,2,2,1,1,2,1,2,1,1,2,4,8,2,31629.6842259912,,3,0,0,42214
1,64,4,3,1,0,0,2,1,1,0,3,3,1,7,4,8,1,4,,,,,0,2,2,2,2,2,2,2,2,2,1,2,,2,,,3,2,,2,,3,2,,2,2,,,,4,,3,1,3,,,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,3,98,2,3688.0778923024,,4,4,3,42242
1,74,2,1,1,0,0,0,0,0,2,2,2,2,,2,99,1,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,4,2,,2,,4,2,,1,2,,,,4,,1,2,,2,,2,1,3,1,1,2,1,2,1,1,2,1,2,1,1,2,1,1,1,1,2,1,2,1,1,2,3,17,2,8138.83615528324,,4,1,0,42275
1,76,2,1,1,0,0,0,0,0,2,2,2,3,,4,3,,4,,,,,,2,2,2,2,2,2,2,2,2,4,2,,2,,,4,2,,2,,4,2,,1,2,,,,4,,3,1,3,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,5,18,2,7367.00078939694,,4,0,0,42405
1,68,2,1,1,0,0,0,0,0,2,2,2,1,5,2,5,1,4,,,,,2,2,2,2,2,2,2,2,2,2,1,2,,2,,,3,2,,1,1,2,2,,2,2,,,,3,2,,2,,2,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,13,2,10080.1109804491,,3,2,1,42438
2,73,1,0,1,0,0,0,0,0,1,2,3,1,5,5,1,,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,4,2,,2,,2,2,,1,2,,,,4,,3,1,1,,,3,2,1,1,3,3,3,2,1,3,3,1,1,1,3,3,1,1,1,3,3,1,1,1,3,1,2,9,2,29954.8787626935,,3,0,0,42455
2,67,1,0,1,0,0,0,0,0,1,3,3,2,,2,7,0,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,4,2,,2,,1,2,,2,2,,,,4,,3,1,3,,,3,2,3,1,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,4,8,2,14520.8260076456,,4,1,0,42475
1,87,2,1,1,0,0,0,0,0,2,5,5,1,3,1,99,0,4,,,,,,2,2,2,2,2,2,2,2,2,3,2,,2,,,3,2,,2,,4,3,2,2,3,4,2,1,4,,1,2,,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,17,1,5436.4112993348,12443.3157108736,6,2,0,42543
1,52,2,1,1,0,0,0,2,0,0,5,4,2,,4,99,2,1,1,2,0,,,2,2,2,2,2,2,2,2,2,1,1,,2,,,5,2,,2,,4,2,,1,2,,,,4,,3,1,1,,,2,2,2,2,2,3,3,3,2,3,3,3,3,2,2,3,2,3,1,1,3,1,2,1,1,1,3,98,2,5064.07151528985,,5,2,0,42574
1,60,4,3,1,0,0,2,1,1,0,3,3,1,2,4,7,2,1,1,9,0,,0,2,2,2,2,2,2,2,2,2,1,2,,2,,,3,2,,2,,4,1,,2,1,,3,3,4,,3,2,,1,1,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,17,1,5831.61629781633,15594.5193284163,3,3,1,42626
1,74,2,1,1,0,0,0,0,0,2,3,2,1,3,2,8,0,4,,,,,0,2,2,2,2,2,2,2,2,2,1,2,,2,,,4,2,,2,,4,2,,1,2,,,,4,,3,2,,2,,3,2,3,1,1,3,2,3,1,1,3,1,2,1,1,3,1,2,1,1,3,1,2,1,1,5,3,12,1,22562.573864071,55854.8650220409,2,2,1,42629
1,71,2,1,1,0,0,0,0,0,2,3,4,2,,4,5,2,4,,,,,,2,2,2,2,2,2,2,2,2,4,2,,1,3,,3,2,,2,,1,2,,2,2,,,,4,,3,2,,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,9,2,10080.1109804491,,3,2,0,42695
1,66,2,1,1,0,0,0,0,1,1,5,5,1,6,1,6,0,4,,,,,0,2,2,2,2,2,2,2,2,2,4,2,,2,,,4,2,,2,,1,2,,2,2,,,,4,,3,1,3,,,2,1,2,1,1,3,2,2,1,2,3,2,2,1,2,3,2,2,1,2,3,2,1,1,2,5,4,18,2,6212.87152193629,,4,2,1,42745
1,57,1,1,0,0,0,0,0,1,0,4,5,2,,4,2,1,2,,98,10,,20,2,1,2,2,2,2,2,2,2,1,2,,2,,,4,2,,2,,4,1,,1,2,,,,4,,3,2,,1,1,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,10,1,18142.0869955213,44459.2453295655,4,1,0,42821
2,65,3,1,2,0,0,2,0,0,1,5,3,1,99,1,7,1,2,,1,100,,0,2,2,2,2,2,2,2,2,2,2,2,,2,,,3,2,,2,,2,2,,2,2,,,,4,,2,2,,2,,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,3,2,2,1,1,1,1,1,1,1,4,1,13,2,13636.3861205509,,2,2,1,42843
2,43,1,0,1,0,0,1,0,0,0,9,9,9,,9,99,0,1,1,2,60,,,2,2,2,2,2,2,2,2,2,1,2,,1,3,,4,2,,2,,4,2,,1,2,,,,4,,3,2,,2,,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,98,2,21410.8717674466,,3,1,0,42851
1,75,2,1,1,0,0,0,0,1,1,3,2,1,8,2,2,,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,2,2,,2,,3,2,,2,3,2,3,3,4,,3,1,1,,,2,1,3,2,2,3,2,3,2,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,5,13,2,7945.85980506647,,4,0,0,42872
1,57,2,1,1,0,0,0,1,1,0,2,2,2,,3,4,2,1,1,2,0,,0,2,2,2,2,2,2,2,2,2,3,2,,2,,,5,2,,2,,4,2,,1,2,,,,4,,3,1,3,,,1,2,3,3,3,3,3,3,3,3,3,2,3,2,2,3,2,2,2,2,3,1,1,1,1,2,3,98,2,7306.68094825592,,4,2,1,42892
2,62,4,3,1,0,0,2,0,1,1,3,2,1,6,4,5,0,4,,,,,0,2,2,2,1,2,2,2,2,2,1,1,,1,1,,2,2,,1,1,2,2,,2,3,4,2,3,4,,2,2,,2,,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,9,2,5181.04513626787,,4,4,1,42901
1,63,3,1,2,0,0,1,0,2,0,1,2,1,8,5,99,1,4,,,,,0,2,2,2,2,2,2,2,2,2,4,1,,1,1,,2,2,,2,,1,2,,2,2,,,,4,,3,2,,2,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,98,2,9900.05658954109,,3,1,1,42936
1,60,2,1,1,0,0,0,0,2,0,3,3,1,3,2,3,0,2,,4,0,,0,2,2,2,2,2,2,2,1,2,3,2,,2,,,4,2,,2,,4,3,1,1,2,,,,4,,3,1,1,,,2,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,19,2,8196.14426647546,,4,2,1,42963
1,74,3,2,1,0,0,1,0,0,2,2,2,1,5,3,7,1,4,,,,,0,2,2,2,2,2,2,2,2,1,4,2,,4,,,4,2,,2,,4,2,,2,2,,,,4,,3,2,,1,1,3,2,2,1,1,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,3,98,2,5293.14291127508,,4,1,1,42968
1,65,2,1,1,0,0,0,0,1,1,3,3,1,99,1,99,,1,2,1,80,,0,2,2,2,2,2,2,2,2,2,4,1,,3,,1,2,2,,2,,1,2,,2,3,4,3,1,4,,3,2,,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,6,2,9576.78538094085,,3,0,1,43013
2,60,2,0,2,0,0,1,0,1,0,4,4,2,,2,99,0,1,1,4,0,,,2,2,2,2,2,2,2,2,2,1,2,,3,,2,4,2,,2,,4,2,,2,2,,,,4,,3,1,3,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,98,2,4755.16667447439,,4,1,0,43036
2,45,4,2,2,1,0,1,2,0,0,4,4,2,,9,99,0,1,1,9,0,,0,2,2,2,2,2,2,2,2,2,1,1,2,1,3,,5,2,,2,,4,2,,1,2,,,,4,,3,1,3,,,3,1,1,1,1,3,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,18,1,4292.58329941064,11146.4649052212,5,2,1,43056
1,66,2,1,1,0,0,0,0,1,1,5,5,1,11,1,8,,4,,,,,,2,2,2,2,2,2,2,2,2,4,2,,2,,,2,2,,1,1,3,2,,3,3,2,2,2,4,,3,2,,1,2,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,4,11,1,20444.0242833982,46780.684711251,2,0,0,43082
1,60,5,3,2,1,0,3,0,1,0,4,4,2,,3,5,1,2,,4,3,,2,2,2,1,1,2,2,2,2,2,4,3,2,2,,,2,3,2,1,2,2,3,2,2,1,,2,2,4,,2,2,,2,,2,3,3,3,3,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,5,15,2,4042.43246894924,,4,3,1,43176
1,70,2,1,1,0,0,0,0,1,1,4,4,1,5,2,99,,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,4,2,,1,3,3,2,,2,2,,,,4,,3,2,,2,,3,2,3,2,1,3,3,3,3,3,3,2,3,1,1,2,1,3,1,1,2,1,2,1,1,1,1,8,1,11907.8169087049,27247.8559349878,3,0,0,43206
2,60,2,1,1,0,0,1,0,1,0,4,3,2,,3,2,0,1,4,98,50,,0,2,2,2,2,2,2,2,1,2,4,2,,2,,,4,2,,2,,3,2,,2,2,,,,4,,3,1,3,,,3,2,3,2,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,1,3,14,2,4495.11767853426,,4,1,1,43211
2,79,2,1,1,0,0,1,0,0,1,5,5,1,5,2,99,1,1,1,8,0,,25,2,2,2,2,2,2,2,2,2,4,2,,2,,,4,2,,2,,4,2,,1,2,,,,4,,3,1,1,,,3,2,2,2,2,2,2,2,2,3,2,3,3,2,3,3,4,3,3,2,2,3,3,3,4,3,5,14,1,24982.5574639143,65422.0862394103,2,1,1,43220
1,64,3,1,2,0,0,1,0,2,0,4,4,2,,2,6,,4,,,,,0,2,2,2,2,2,2,2,2,2,3,2,,2,,,4,2,,2,,3,2,,2,2,,,,4,,3,2,,1,1,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,98,2,8510.13001117455,,3,0,2,43239
1,55,4,2,2,0,0,2,1,1,0,3,3,2,,4,99,2,1,1,2,5,,0,2,2,2,2,2,2,2,2,2,4,3,,4,,,4,2,,2,,1,2,,2,2,,,,4,,3,2,,2,,3,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,3,21,2,4135.59805576376,,4,2,1,43315
1,71,2,1,1,0,0,1,0,0,1,2,2,2,,4,3,,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,4,2,,2,,4,2,,1,2,,,,4,,3,2,,1,1,3,3,3,3,2,3,3,2,2,3,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,3,98,2,4722.40838750181,,4,0,0,43342
2,50,3,1,2,0,0,1,2,0,0,3,3,9,,1,99,0,3,,,,50,0,2,2,2,2,2,2,2,2,2,1,2,,3,,2,3,2,,2,,2,2,,2,3,2,2,1,4,,3,2,,2,,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,4,2,98,2,4882.21819926397,,3,1,1,43359
2,71,5,2,3,1,0,2,1,0,1,2,2,2,,2,3,0,4,,,,,1,2,2,2,2,2,2,2,2,1,1,1,2,2,,,3,2,,2,,3,2,,2,2,,,,4,,1,1,1,,,2,2,2,2,1,2,2,3,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,5,1,10,2,5810.33745963487,,3,3,3,43363
